游客记录哈希,游客性别,游客年龄,游客年龄段,游客来源省,景点名称,景点类型,景点等级,所在城市,所在省份,门票价格,访问日期,访问年份,访问月份,访问季度,访问时长(小时),消费金额,门票消费,其他消费,评分,是否跟团,团费,行程天数,主要景点,交通方式,季节,是否节假日,推荐程度,满意度
91d72899b795,男,65,56+,江西省,襄阳古隆中,历史文化,5A,襄阳市,湖北,87,2023-01-11,2023,1,1,2.9,381.46,87,294.46,4.7,是,912.0,6.0,"丽水云和梯田,木兰文化生态旅游区,都江堰,少林寺,宁波天一阁,惠州西湖",空调大巴,冬季,是,强烈推荐,非常满意
bb9654286420,男,35,26-35,北京市,阆中古城,古镇风情,5A,南充市,四川,120,2022-08-15,2022,8,3,4.5,532.06,120,412.06,4.2,否,,,,,夏季,否,推荐,满意
326414e4b7c8,男,20,18-25,贵州省,湄洲岛,自然文化,5A,莆田市,福建,65,2024-06-22,2024,6,2,5.0,106.93,65,41.93,4.6,否,,,,,夏季,是,强烈推荐,非常满意
870035a1383c,女,50,46-55,四川省,皇城相府,历史建筑,5A,晋城市,山西,120,2023-08-08,2023,8,3,1.2,344.76,120,224.76,4.2,否,,,,,夏季,否,推荐,满意
f394ce620e32,男,27,26-35,陕西省,法门寺,宗教文化,5A,宝鸡市,陕西,100,2022-07-15,2022,7,3,3.5,184.11,100,84.11,4.5,是,4022.0,3.0,"和顺古镇,杭州西溪湿地,稻城亚丁",高铁+大巴,夏季,否,强烈推荐,非常满意
a772602d1715,男,57,56+,河南省,九华山,宗教文化,5A,池州市,安徽,160,2024-11-07,2024,11,4,6.8,160.0,160,0.0,4.5,是,4615.0,2.0,"古徽州文化旅游区,安庆振风塔,沂蒙山,山海关",空调大巴,秋季,否,强烈推荐,非常满意
6506422ae2f8,男,38,36-45,四川省,绥化金龟山庄,自然风光,4A,绥化市,黑龙江,50,2023-07-21,2023,7,3,5.9,540.02,50,490.02,4.3,否,,,,,夏季,否,推荐,满意
3f249ff1c0d1,女,27,26-35,河北省,延安革命纪念馆,红色旅游,5A,延安市,陕西,0,2023-04-23,2023,4,2,6.6,298.68,0,298.68,4.8,否,,,,,春季,是,强烈推荐,非常满意
cddb85954469,女,21,18-25,湖南省,龙门石窟,历史文化,5A,洛阳市,河南,90,2024-04-10,2024,4,2,7.5,156.69,90,66.69,4.4,否,,,,,春季,否,推荐,满意
60a482205335,女,44,36-45,天津市,安源路矿工人运动纪念馆,红色旅游,4A,萍乡市,江西,0,2024-02-20,2024,2,1,5.1,0.0,0,0.0,3.9,是,2814.0,4.0,"芦芽山,本溪水洞,福州鼓山,青岛海滨风景区,鄱阳湖",高铁+大巴,冬季,是,推荐,满意
f7a27c3759ab,男,70,56+,贵州省,广府古城,古镇风情,5A,邯郸市,河北,90,2024-11-14,2024,11,4,1.2,576.37,90,486.37,3.9,否,,,,,秋季,否,推荐,满意
746d2158ddbb,男,59,56+,青海省,来宾金秀圣堂山,自然风光,4A,来宾市,广西,65,2024-11-11,2024,11,4,7.6,143.06,65,78.06,4.9,是,6396.0,3.0,"蓬莱阁,天柱山,阆中古城,湛江湖光岩",高铁+大巴,秋季,否,强烈推荐,非常满意
118afc83768d,男,40,36-45,江西省,天堂寨,自然风光,5A,六安市,安徽,115,2023-05-13,2023,5,2,6.3,264.84000000000003,115,149.84,4.9,否,,,,,春季,是,强烈推荐,非常满意
adc955b2fa81,男,41,36-45,辽宁省,沂蒙山,自然风光,5A,临沂市,山东,70,2023-02-17,2023,2,1,2.1,163.92000000000002,70,93.92,4.5,否,,,,,冬季,是,强烈推荐,非常满意
bfe4b832405b,男,67,56+,西藏自治区,开封府,历史文化,4A,开封市,河南,65,2024-05-03,2024,5,2,2.7,114.97,65,49.97,4.9,否,,,,,春季,否,强烈推荐,非常满意
8f78ff9d80b7,女,38,36-45,北京市,蓬莱阁,历史文化,5A,烟台市,山东,100,2025-03-04,2025,3,1,3.8,597.0,100,497.0,5.0,否,,,,,春季,否,强烈推荐,非常满意
a9d719bb1d0f,女,26,26-35,陕西省,沂蒙山,自然风光,5A,临沂市,山东,70,2022-07-16,2022,7,3,6.2,342.79,70,272.79,5.0,否,,,,,夏季,是,强烈推荐,非常满意
88674de6420d,男,62,56+,重庆市,橘子洲,城市公园,5A,长沙市,湖南,0,2022-06-20,2022,6,2,5.5,354.03,0,354.03,4.8,是,6693.0,6.0,"朱家角古镇,厦门园林植物园,恭王府,鄱阳湖,武功山",高铁+大巴,夏季,否,强烈推荐,非常满意
36074c41440a,女,24,18-25,山西省,襄阳古隆中,历史文化,5A,襄阳市,湖北,87,2024-02-02,2024,2,1,6.3,87.0,87,0.0,5.0,是,3533.0,6.0,"德夯大峡谷,扎龙自然保护区,灵山大佛,蜀南竹海,明月山",高铁+大巴,冬季,是,强烈推荐,非常满意
3a50070721b0,女,36,36-45,贵州省,南岳衡山,自然文化,5A,衡阳市,湖南,110,2022-12-05,2022,12,4,6.8,247.06,110,137.06,4.4,是,785.0,3.0,"六鼎山,伊春五营国家森林公园,上海环球金融中心,云台山",飞机+大巴,冬季,否,推荐,满意
a8450a655b72,男,20,18-25,吉林省,长白山,自然风光,5A,延边州,吉林,125,2023-08-10,2023,8,3,1.3,125.0,125,0.0,4.5,是,1608.0,4.0,"壶口瀑布,铁岭龙首山,同里古镇,鄱阳湖,绍兴鲁迅故里",飞机+大巴,夏季,否,强烈推荐,非常满意
b600edfbd411,男,19,18-25,宁夏回族自治区,千岛湖,自然风光,5A,杭州市,浙江,130,2023-04-21,2023,4,2,1.1,141.43,130,11.43,4.9,否,,,,,春季,否,强烈推荐,非常满意
7e3991c63105,男,42,36-45,湖北省,南平和平古镇,古镇风情,4A,南平市,福建,70,2024-04-08,2024,4,2,7.2,329.29,70,259.29,4.4,否,,,,,春季,否,推荐,满意
7fdb7056b0bf,男,40,36-45,福建省,德州太阳谷,主题公园,4A,德州市,山东,80,2023-11-12,2023,11,4,2.9,80.0,80,0.0,4.7,否,,,,,秋季,是,强烈推荐,非常满意
1aca1003291d,女,58,56+,福建省,衢州江郎山,自然风光,5A,衢州市,浙江,100,2023-07-16,2023,7,3,7.9,100.0,100,0.0,5.0,是,3708.0,5.0,"太行大峡谷,常州中华恐龙园,清源山",飞机+大巴,夏季,是,强烈推荐,非常满意
48eabccac84e,男,20,18-25,甘肃省,苏州虎丘,历史文化,5A,苏州市,江苏,80,2024-06-04,2024,6,2,6.1,516.05,80,436.05,4.8,是,2184.0,6.0,"798艺术区,温州楠溪江,天柱山,西塘古镇,威海华夏城,回民街",飞机+大巴,夏季,否,强烈推荐,非常满意
b771dbb38cdb,女,34,26-35,天津市,荆门明显陵,历史遗址,4A,荆门市,湖北,50,2022-05-22,2022,5,2,5.2,82.58,50,32.58,3.9,否,,,,,春季,是,推荐,满意
529bfcc5e3a5,男,33,26-35,宁夏回族自治区,南昌八一起义纪念馆,红色旅游,4A,南昌市,江西,0,2024-09-09,2024,9,3,2.4,8.77,0,8.77,3.5,否,,,,,秋季,否,推荐,满意
30f606e34bf6,女,68,56+,西藏自治区,深圳华侨城,主题公园,5A,深圳市,广东,230,2022-05-11,2022,5,2,1.0,719.5,230,489.5,4.6,否,,,,,春季,否,强烈推荐,非常满意
edac2b781e23,男,35,26-35,贵州省,殷墟,历史遗址,5A,安阳市,河南,70,2022-09-28,2022,9,3,6.6,70.0,70,0.0,4.1,是,4107.0,2.0,"衢州江郎山,回民街,三河古镇,小浪底,九华山,黄龙",高铁+大巴,秋季,否,推荐,满意
75ebb4560e5b,男,21,18-25,江苏省,黄鹤楼,历史建筑,5A,武汉市,湖北,70,2024-08-23,2024,8,3,7.5,375.8,70,305.8,4.5,否,,,,,夏季,否,强烈推荐,非常满意
cffee278c262,男,70,56+,天津市,柳叶湖,自然风光,4A,常德市,湖南,0,2023-09-20,2023,9,3,2.8,222.75,0,222.75,4.3,否,,,,,秋季,否,推荐,满意
63a18a7dfcc4,女,43,36-45,安徽省,白水洋,自然风光,5A,宁德市,福建,120,2024-09-04,2024,9,3,4.7,343.17,120,223.17,5.0,是,4689.0,1.0,"瑞金共和国摇篮,龙岩冠豸山,贵港桂平西山",高铁+大巴,秋季,否,强烈推荐,非常满意
38654b2026d3,男,44,36-45,重庆市,井冈山,红色旅游,5A,吉安市,江西,165,2024-04-18,2024,4,2,1.9,165.0,165,0.0,4.4,否,,,,,春季,否,推荐,满意
91c14dba0cf1,女,52,46-55,福建省,武功山,自然风光,5A,萍乡市,江西,70,2022-12-12,2022,12,4,7.2,188.27,70,118.27,5.0,否,,,,,冬季,否,强烈推荐,非常满意
760494edcf35,女,23,18-25,河北省,鸡公山,自然风光,4A,信阳市,河南,60,2023-09-25,2023,9,3,3.5,86.05,60,26.05,4.6,否,,,,,秋季,否,强烈推荐,非常满意
2cba7b7016af,男,53,46-55,广西壮族自治区,广州长隆旅游度假区,主题公园,5A,广州市,广东,350,2024-10-11,2024,10,4,1.7,661.56,350,311.56,4.7,否,,,,,秋季,是,强烈推荐,非常满意
d5d853b60d55,男,57,56+,陕西省,杜甫草堂,历史文化,4A,成都市,四川,60,2024-07-22,2024,7,3,3.2,264.67,60,204.67,3.6,否,,,,,夏季,否,推荐,满意
8a6050cf4c0a,男,34,26-35,台湾省,终南山,自然文化,4A,西安市,陕西,65,2024-08-19,2024,8,3,2.2,345.72,65,280.72,4.4,否,,,,,夏季,否,推荐,满意
007790f307ec,男,62,56+,山东省,张家界武陵源,自然风光,5A,张家界市,湖南,225,2023-12-01,2023,12,4,7.8,308.05,225,83.05,4.3,是,3195.0,7.0,"中央大街,百色起义纪念馆,太极洞",飞机+大巴,冬季,否,推荐,满意
f0a790057490,女,66,56+,山东省,常州中华恐龙园,主题公园,5A,常州市,江苏,260,2024-08-21,2024,8,3,5.6,636.89,260,376.89,4.8,否,,,,,夏季,否,强烈推荐,非常满意
228e0a215f22,男,60,56+,江西省,龙亭公园,历史文化,4A,开封市,河南,50,2024-07-04,2024,7,3,2.5,145.01,50,95.01,4.6,是,4737.0,3.0,"咸宁九宫山,东方明珠,桃花源,白云山,阆中古城,香山公园",空调大巴,夏季,否,强烈推荐,非常满意
9136291d3e95,女,64,56+,青海省,趵突泉,自然风光,4A,济南市,山东,40,2023-05-20,2023,5,2,1.4,40.0,40,0.0,4.3,否,,,,,春季,是,推荐,满意
94ccf9ffd49d,女,20,18-25,云南省,天涯海角,自然风光,4A,三亚市,海南,81,2023-09-01,2023,9,3,6.7,320.44,81,239.44,4.8,否,,,,,秋季,否,强烈推荐,非常满意
b283ec8d69ec,男,45,36-45,山西省,东江湖,自然风光,5A,郴州市,湖南,80,2024-12-06,2024,12,4,7.0,81.05,80,1.05,4.6,否,,,,,冬季,否,强烈推荐,非常满意
072a792d7836,女,65,56+,辽宁省,北京动物园,动物园,4A,北京市,北京,15,2023-10-28,2023,10,4,7.6,441.18,15,426.18,3.6,是,844.0,6.0,"鄱阳湖,广府古城,西安钟鼓楼,台州神仙居,东方明珠,西双版纳热带植物园",飞机+大巴,秋季,是,推荐,满意
28b29810fe3e,女,32,26-35,安徽省,黄山,自然风光,5A,黄山市,安徽,190,2025-02-03,2025,2,1,7.6,190.0,190,0.0,4.5,否,,,,,冬季,是,强烈推荐,非常满意
d51e92ae58c5,男,28,26-35,青海省,亳州花戏楼,历史建筑,4A,亳州市,安徽,60,2025-02-04,2025,2,1,2.7,392.66,60,332.66,4.3,是,5984.0,5.0,"哈尔滨冰雪大世界,双鸭山七星峰,大连森林动物园",飞机+大巴,冬季,是,推荐,满意
561d3193c33c,女,47,46-55,四川省,沈阳故宫,历史文化,4A,沈阳市,辽宁,60,2024-09-10,2024,9,3,6.4,442.32,60,382.32,4.4,是,6635.0,2.0,"沂蒙山,铁岭龙首山,鄱阳湖",空调大巴,秋季,否,推荐,满意
2292744c0b90,男,43,36-45,北京市,清明上河园,主题公园,5A,开封市,河南,120,2024-05-09,2024,5,2,5.5,580.46,120,460.46,4.5,否,,,,,春季,否,强烈推荐,非常满意
cd0775d7fca1,男,67,56+,广东省,普陀山,宗教文化,5A,舟山市,浙江,160,2024-10-18,2024,10,4,6.2,336.07,160,176.07,4.6,否,,,,,秋季,是,强烈推荐,非常满意
20ea4a0e01ed,女,57,56+,四川省,西双版纳热带植物园,植物园,5A,西双版纳州,云南,80,2024-05-23,2024,5,2,6.0,573.75,80,493.75,4.3,否,,,,,春季,否,推荐,满意
35624f39ebce,女,67,56+,广西壮族自治区,长春电影制片厂,工业旅游,4A,长春市,吉林,90,2023-08-11,2023,8,3,1.1,318.46000000000004,90,228.46,4.3,否,,,,,夏季,否,推荐,满意
f6464fe39a9a,男,65,56+,湖南省,上海科技馆,科普教育,5A,上海市,上海,45,2022-05-10,2022,5,2,7.3,143.48000000000002,45,98.48,4.4,否,,,,,春季,否,推荐,满意
deb67d298ce2,女,28,26-35,辽宁省,开封府,历史文化,4A,开封市,河南,65,2024-02-12,2024,2,1,2.6,167.31,65,102.31,4.0,否,,,,,冬季,是,推荐,满意
bb164d3e8565,女,31,26-35,湖南省,龙门石窟,历史文化,5A,洛阳市,河南,90,2022-12-11,2022,12,4,3.5,256.78,90,166.78,4.2,否,,,,,冬季,是,推荐,满意
e19291d60342,男,39,36-45,香港特别行政区,防川风景区,自然风光,4A,延边州,吉林,70,2023-04-09,2023,4,2,5.4,428.18,70,358.18,4.3,否,,,,,春季,是,推荐,满意
51130c0070ea,女,69,56+,湖北省,上海杜莎夫人蜡像馆,主题展览,4A,上海市,上海,190,2024-03-31,2024,3,1,3.7,190.0,190,0.0,4.1,否,,,,,春季,是,推荐,满意
d597b150bc41,女,67,56+,黑龙江省,三河古镇,古镇风情,5A,合肥市,安徽,0,2024-10-01,2024,10,4,7.8,285.77,0,285.77,4.9,否,,,,,秋季,是,强烈推荐,非常满意
388dac21f475,女,67,56+,云南省,景德镇陶瓷博物馆,文博院馆,4A,景德镇市,江西,0,2025-03-20,2025,3,1,2.4,452.63,0,452.63,4.9,是,6472.0,3.0,"台儿庄古城,东北虎林园,杭州西溪湿地,三峡大坝",飞机+大巴,春季,否,强烈推荐,非常满意
4318f3c058e1,男,38,36-45,河北省,建水古城,古镇风情,4A,红河州,云南,0,2022-10-08,2022,10,4,5.6,62.61,0,62.61,4.2,是,1744.0,1.0,"襄阳古隆中,绍兴鲁迅故里,桂林漓江,三河古镇,上海科技馆",高铁+大巴,秋季,是,推荐,满意
836d3ace571f,男,48,46-55,云南省,四平战役纪念馆,红色旅游,4A,四平市,吉林,0,2023-11-10,2023,11,4,4.8,94.28,0,94.28,4.5,否,,,,,秋季,否,强烈推荐,非常满意
bd5cd95e1c68,男,31,26-35,贵州省,清西陵,历史遗址,5A,保定市,河北,90,2023-12-28,2023,12,4,5.8,189.67,90,99.67,4.5,否,,,,,冬季,否,强烈推荐,非常满意
8a912f869b12,男,45,36-45,香港特别行政区,本溪水洞,自然奇观,5A,本溪市,辽宁,110,2024-02-11,2024,2,1,5.5,303.69,110,193.69,4.6,否,,,,,冬季,是,强烈推荐,非常满意
9dcf67f6b491,男,30,26-35,陕西省,木兰文化生态旅游区,自然文化,5A,武汉市,湖北,80,2025-04-04,2025,4,2,6.0,289.0,80,209.0,4.3,否,,,,,春季,否,推荐,满意
80054f804884,男,50,46-55,西藏自治区,通天岩,自然文化,4A,赣州市,江西,60,2023-04-24,2023,4,2,4.0,159.92000000000002,60,99.92,3.7,否,,,,,春季,否,推荐,满意
024f7df30972,女,42,36-45,天津市,大连星海广场,城市景观,4A,大连市,辽宁,0,2024-03-05,2024,3,1,5.1,153.57,0,153.57,3.7,是,7008.0,6.0,"木兰文化生态旅游区,东方明珠,重渡沟,周庄古镇",飞机+大巴,春季,否,推荐,满意
04bea08161c4,男,54,46-55,湖北省,悬空寺,宗教文化,4A,大同市,山西,125,2022-12-30,2022,12,4,1.5,385.29,125,260.29,3.9,是,5539.0,5.0,"峨眉山,陕西历史博物馆,颐和园,龙湾群国家森林公园,壶口瀑布,云冈石窟",飞机+大巴,冬季,否,推荐,满意
6559b8e5dd47,男,56,56+,四川省,三峡人家,自然文化,5A,宜昌市,湖北,150,2023-09-11,2023,9,3,7.3,260.03,150,110.03,4.5,是,1447.0,2.0,"泉州开元寺,北京动物园,龙门石窟,肇庆星湖,南通狼山",高铁+大巴,秋季,否,强烈推荐,非常满意
7a06c598fa44,男,61,56+,江西省,崀山,自然风光,5A,邵阳市,湖南,136,2022-08-03,2022,8,3,1.3,136.0,136,0.0,4.1,否,,,,,夏季,否,推荐,满意
f979ab105c23,男,34,26-35,青海省,东湖,自然风光,5A,武汉市,湖北,0,2024-11-17,2024,11,4,2.1,355.04,0,355.04,4.2,否,,,,,秋季,是,推荐,满意
c271561bd83d,女,19,18-25,天津市,三坊七巷,历史文化,5A,福州市,福建,0,2024-03-15,2024,3,1,4.8,455.9,0,455.9,4.7,否,,,,,春季,否,强烈推荐,非常满意
65ff61269c86,男,43,36-45,贵州省,聊城东昌湖,自然风光,4A,聊城市,山东,0,2025-01-14,2025,1,1,1.6,53.64,0,53.64,4.6,否,,,,,冬季,是,强烈推荐,非常满意
8a3eee23c719,男,60,56+,广东省,少林寺,宗教文化,5A,郑州市,河南,100,2024-03-16,2024,3,1,6.9,356.02,100,256.02,4.8,否,,,,,春季,是,强烈推荐,非常满意
6cceccb51e36,男,23,18-25,上海市,大连森林动物园,动物园,4A,大连市,辽宁,120,2024-10-17,2024,10,4,5.4,306.47,120,186.47,3.7,否,,,,,秋季,是,推荐,满意
cf5c695ff633,女,35,26-35,宁夏回族自治区,亳州花戏楼,历史建筑,4A,亳州市,安徽,60,2024-03-18,2024,3,1,5.6,442.33,60,382.33,4.0,否,,,,,春季,否,推荐,满意
691639580d86,女,53,46-55,安徽省,潮州广济桥,历史建筑,4A,潮州市,广东,20,2024-11-17,2024,11,4,5.4,20.0,20,0.0,3.8,否,,,,,秋季,是,推荐,满意
9539454e1565,女,24,18-25,北京市,文昌东郊椰林,自然风光,3A,文昌市,海南,0,2023-05-24,2023,5,2,3.4,200.56,0,200.56,3.7,是,3772.0,2.0,"田子坊,都江堰,天涯海角,四姑娘山",飞机+大巴,春季,否,推荐,满意
b9be0d9d720b,男,26,26-35,湖北省,世界公园,主题公园,4A,北京市,北京,100,2024-08-15,2024,8,3,3.9,100.0,100,0.0,4.2,否,,,,,夏季,否,推荐,满意
3559c8cb31c5,女,69,56+,青海省,桂林两江四湖,自然风光,5A,桂林市,广西,190,2023-05-19,2023,5,2,7.1,190.0,190,0.0,4.1,是,6281.0,4.0,"太白山,邢台大峡谷,圆明园遗址公园,南通狼山,芙蓉镇,炎帝陵",飞机+大巴,春季,否,推荐,满意
702ad0d84f15,男,26,26-35,宁夏回族自治区,八里沟,自然风光,4A,新乡市,河南,80,2025-03-02,2025,3,1,6.6,540.4,80,460.4,4.7,否,,,,,春季,是,强烈推荐,非常满意
9b74eadb5e66,女,48,46-55,山西省,福建土楼,历史建筑,5A,龙岩市,福建,100,2023-04-13,2023,4,2,6.4,176.93,100,76.93,4.0,是,1109.0,4.0,"龙脊梯田,恩施大峡谷,大雁塔,乔家大院,营口鲅鱼圈",空调大巴,春季,否,推荐,满意
9b64e2f04ee7,女,34,26-35,澳门特别行政区,横店影视城,主题公园,5A,金华市,浙江,310,2024-10-22,2024,10,4,2.6,310.0,310,0.0,4.1,否,,,,,秋季,是,推荐,满意
5fc25ba99261,女,20,18-25,广西壮族自治区,镜泊湖,自然风光,5A,牡丹江市,黑龙江,100,2022-12-11,2022,12,4,3.4,100.0,100,0.0,4.5,是,2220.0,5.0,"梧州骑楼城,上海科技馆,丽江古城,东湖",空调大巴,冬季,是,强烈推荐,非常满意
9a7cd849bce8,女,23,18-25,台湾省,恭王府,历史建筑,5A,北京市,北京,40,2024-01-09,2024,1,1,3.8,522.02,40,482.02,4.8,否,,,,,冬季,是,强烈推荐,非常满意
61793a965baf,女,31,26-35,广西壮族自治区,廊坊天下第一城,主题公园,4A,廊坊市,河北,80,2023-09-05,2023,9,3,5.4,301.31,80,221.31,4.1,否,,,,,秋季,否,推荐,满意
3d5778d6f0c5,女,30,26-35,江苏省,山海关,历史文化,5A,秦皇岛市,河北,50,2022-07-14,2022,7,3,5.1,60.2,50,10.2,4.9,否,,,,,夏季,否,强烈推荐,非常满意
93b83c9f7e2b,女,33,26-35,云南省,崇圣寺三塔,宗教文化,5A,大理州,云南,75,2023-03-19,2023,3,1,7.0,194.94,75,119.94,4.4,是,1061.0,7.0,"八里河,秦始皇兵马俑,汉阳陵,大明湖,防川风景区,田子坊",空调大巴,春季,是,推荐,满意
bfee297252e1,女,22,18-25,河南省,深圳东部华侨城,主题公园,5A,深圳市,广东,180,2023-01-09,2023,1,1,4.9,180.0,180,0.0,5.0,否,,,,,冬季,是,强烈推荐,非常满意
064d0ad1026a,女,23,18-25,辽宁省,威海华夏城,主题公园,5A,威海市,山东,98,2023-06-26,2023,6,2,3.5,98.0,98,0.0,4.6,否,,,,,夏季,否,强烈推荐,非常满意
9c8d07d4fccc,女,66,56+,安徽省,万年冰洞,自然奇观,4A,忻州市,山西,120,2024-04-19,2024,4,2,1.6,120.0,120,0.0,4.3,否,,,,,春季,否,推荐,满意
d2b6ebef9562,男,67,56+,黑龙江省,岳阳楼,历史建筑,5A,岳阳市,湖南,70,2022-05-31,2022,5,2,4.3,187.43,70,117.43,4.6,是,1108.0,6.0,"无锡影视基地,上海大观园,东湖,上海世纪公园",飞机+大巴,春季,否,强烈推荐,非常满意
e7f36b0571bc,女,55,46-55,香港特别行政区,三亚亚龙湾,自然风光,4A,三亚市,海南,0,2024-06-02,2024,6,2,6.9,88.36,0,88.36,4.1,是,3307.0,7.0,"香格里拉,岳麓山,金鸡湖,刘公岛,宁波天一阁,长春电影制片厂",飞机+大巴,夏季,是,推荐,满意
fa6a8e41c461,男,67,56+,香港特别行政区,横店影视城,主题公园,5A,金华市,浙江,310,2024-04-24,2024,4,2,7.5,538.9,310,228.9,4.3,否,,,,,春季,否,推荐,满意
37ced96361d6,男,42,36-45,重庆市,雍和宫,宗教文化,4A,北京市,北京,25,2023-02-07,2023,2,1,6.1,35.11,25,10.11,4.2,是,2494.0,6.0,"万宁兴隆热带植物园,来宾金秀圣堂山,周庄古镇,三亚亚龙湾,梧州骑楼城",高铁+大巴,冬季,是,推荐,满意
828055a2eb77,女,24,18-25,四川省,滕王阁,历史建筑,5A,南昌市,江西,50,2022-07-23,2022,7,3,1.1,50.0,50,0.0,4.8,否,,,,,夏季,是,强烈推荐,非常满意
481f604688b7,女,26,26-35,新疆维吾尔自治区,虎跳峡,自然风光,4A,迪庆州,云南,65,2022-12-10,2022,12,4,5.3,429.62,65,364.62,4.6,否,,,,,冬季,是,强烈推荐,非常满意
e50bdde7b5bc,男,51,46-55,甘肃省,大雁塔,历史文化,5A,西安市,陕西,50,2023-07-28,2023,7,3,4.8,50.0,50,0.0,4.9,否,,,,,夏季,否,强烈推荐,非常满意
f3d2a58eb630,男,40,36-45,宁夏回族自治区,明皇陵,历史遗址,4A,滁州市,安徽,70,2022-07-25,2022,7,3,5.8,506.94,70,436.94,4.3,否,,,,,夏季,否,推荐,满意
97d64b1438c5,女,48,46-55,青海省,泸沽湖(云南部分),自然风光,4A,丽江市,云南,70,2022-11-10,2022,11,4,2.9,392.03,70,322.03,4.7,否,,,,,秋季,否,强烈推荐,非常满意
79b4133c162f,男,45,36-45,江西省,福建土楼,历史建筑,5A,龙岩市,福建,100,2022-07-02,2022,7,3,3.7,353.3,100,253.3,4.5,是,4615.0,2.0,"古徽州文化旅游区,安庆振风塔,沂蒙山,山海关",空调大巴,夏季,是,强烈推荐,非常满意
f230e927d410,女,25,18-25,香港特别行政区,乌镇,古镇风情,5A,嘉兴市,浙江,150,2024-04-16,2024,4,2,6.0,150.0,150,0.0,4.6,否,,,,,春季,否,强烈推荐,非常满意
fb22e47970c1,女,36,36-45,湖南省,德州太阳谷,主题公园,4A,德州市,山东,80,2022-11-20,2022,11,4,3.0,523.1,80,443.1,4.5,否,,,,,秋季,是,强烈推荐,非常满意
d1117bc24c4c,男,37,36-45,辽宁省,防城港十万大山,自然风光,4A,防城港市,广西,60,2023-07-27,2023,7,3,7.2,410.19,60,350.19,4.4,否,,,,,夏季,否,推荐,满意
525e6795f6ca,男,18,18-25,内蒙古自治区,日照海滨国家森林公园,自然风光,4A,日照市,山东,60,2022-05-26,2022,5,2,6.1,60.0,60,0.0,4.7,否,,,,,春季,否,强烈推荐,非常满意
cedc57c2cd70,女,50,46-55,河北省,岳麓山,自然文化,5A,长沙市,湖南,0,2022-09-11,2022,9,3,5.6,265.06,0,265.06,4.4,否,,,,,秋季,是,推荐,满意
6828946be7e2,男,59,56+,广西壮族自治区,贵港桂平西山,自然文化,4A,贵港市,广西,80,2024-03-30,2024,3,1,5.9,80.0,80,0.0,4.6,是,578.0,1.0,"通天岩,太行山大峡谷,上海杜莎夫人蜡像馆",高铁+大巴,春季,是,强烈推荐,非常满意
2fc3b697e2f2,男,54,46-55,云南省,红旗渠,红色旅游,5A,安阳市,河南,80,2023-03-15,2023,3,1,1.3,480.56,80,400.56,4.0,否,,,,,春季,否,推荐,满意
980202a81a7a,女,42,36-45,河北省,黄鹤楼,历史建筑,5A,武汉市,湖北,70,2022-12-31,2022,12,4,2.1,313.99,70,243.99,3.8,否,,,,,冬季,是,推荐,满意
bb3a99a4dfef,女,41,36-45,西藏自治区,吴桥杂技大世界,主题公园,4A,沧州市,河北,120,2024-07-31,2024,7,3,5.8,120.0,120,0.0,4.4,否,,,,,夏季,否,推荐,满意
84dd7d2b3d00,男,52,46-55,广东省,南通狼山,自然文化,4A,南通市,江苏,70,2023-07-06,2023,7,3,1.7,70.0,70,0.0,4.0,否,,,,,夏季,否,推荐,满意
533f83290e12,女,41,36-45,台湾省,殷墟,历史遗址,5A,安阳市,河南,70,2024-07-22,2024,7,3,2.3,144.18,70,74.18,4.4,是,1447.0,2.0,"泉州开元寺,北京动物园,龙门石窟,肇庆星湖,南通狼山",高铁+大巴,夏季,否,推荐,满意
0f48eb89a9c6,女,24,18-25,新疆维吾尔自治区,白马寺,宗教文化,4A,洛阳市,河南,35,2023-05-15,2023,5,2,2.3,502.02,35,467.02,4.5,否,,,,,春季,否,强烈推荐,非常满意
d41c0c5773c8,女,38,36-45,福建省,玉林云天文化城,主题公园,4A,玉林市,广西,150,2023-04-14,2023,4,2,2.7,150.0,150,0.0,4.7,是,1759.0,7.0,"清西陵,中国雪乡,白石山",高铁+大巴,春季,否,强烈推荐,非常满意
e892bcd30edf,男,36,36-45,山西省,六鼎山,宗教文化,5A,延边州,吉林,110,2023-05-26,2023,5,2,1.5,290.74,110,180.74,4.4,否,,,,,春季,否,推荐,满意
b79444b89b21,男,40,36-45,上海市,随州炎帝故里,历史文化,4A,随州市,湖北,60,2024-10-12,2024,10,4,1.1,512.3,60,452.3,4.2,否,,,,,秋季,是,推荐,满意
3b147fbda0e8,女,37,36-45,山西省,瘦西湖,自然风光,5A,扬州市,江苏,150,2022-07-13,2022,7,3,6.3,150.0,150,0.0,4.5,否,,,,,夏季,否,强烈推荐,非常满意
28d786dbdc78,男,51,46-55,海南省,东方明珠,城市地标,5A,上海市,上海,220,2023-09-25,2023,9,3,6.1,475.94,220,255.94,4.7,否,,,,,秋季,否,强烈推荐,非常满意
0db4498df6d1,男,40,36-45,福建省,红海滩,自然风光,5A,盘锦市,辽宁,85,2023-02-25,2023,2,1,6.8,575.39,85,490.39,4.6,否,,,,,冬季,是,强烈推荐,非常满意
81efea66d150,女,57,56+,辽宁省,西递宏村,古镇风情,5A,黄山市,安徽,104,2024-02-24,2024,2,1,7.3,442.68,104,338.68,4.5,否,,,,,冬季,是,强烈推荐,非常满意
